cod_distr;nome_distr;ano;populacao_total;populacao_idosa;taxa_envelhecimento_perc;leitos_por_mil_hab
80034;Distrito Sintético 34;2019;90369;16931;18.74;4.99
80035;Distrito Sintético 35;2019;87835;20470;23.31;3.86
80036;Distrito Sintético 36;2019;74959;13350;17.81;4.16
80037;Distrito Sintético 37;2019;77789;15636;20.1;1.8
80038;Distrito Sintético 38;2019;84287;15810;18.76;1.95
80039;Distrito Sintético 39;2019;79829;14569;18.25;2.92
80040;Distrito Sintético 40;2019;84373;16196;19.2;0.97
80041;Distrito Sintético 41;2019;79266;11962;15.09;4.14
80042;Distrito Sintético 42;2019;82101;13794;16.8;3.5
80043;Distrito Sintético 43;2019;88434;21045;23.8;1.28
80044;Distrito Sintético 44;2019;75437;11681;15.48;4.14
80045;Distrito Sintético 45;2019;77260;12964;16.78;4.43
80046;Distrito Sintético 46;2019;82690;13011;15.73;0.6
80047;Distrito Sintético 47;2019;79301;16408;20.69;4.11
80048;Distrito Sintético 48;2019;87199;17008;19.5;4.7
80049;Distrito Sintético 49;2019;65798;14600;22.19;0.8
80050;Distrito Sintético 50;2019;63358;12451;19.65;1.27
80051;Distrito Sintético 51;2019;87825;17911;20.39;1.92
80052;Distrito Sintético 52;2019;72690;15435;21.23;0.63
80053;Distrito Sintético 53;2019;68951;11924;17.29;3.2
80054;Distrito Sintético 54;2019;78426;13311;16.97;0.86
80055;Distrito Sintético 55;2019;81115;13911;17.15;2.67
80056;Distrito Sintético 56;2019;81741;14107;17.26;4.66
80057;Distrito Sintético 57;2019;83006;10506;12.66;3.71
80058;Distrito Sintético 58;2019;88122;16186;18.37;3.04
80059;Distrito Sintético 59;2019;70552;12748;18.07;0.59
80060;Distrito Sintético 60;2019;80012;13861;17.32;4.84
80061;Distrito Sintético 61;2019;85555;17810;20.82;2.6
80062;Distrito Sintético 62;2019;74513;16738;22.46;3.65
80063;Distrito Sintético 63;2019;70156;13746;19.59;0.55
80064;Distrito Sintético 64;2019;87221;17780;20.38;4.97
80065;Distrito Sintético 65;2019;75566;11802;15.62;1.33
80066;Distrito Sintético 66;2019;83822;15217;18.15;1.95
80067;Distrito Sintético 67;2019;84106;20653;24.56;4.27
80068;Distrito Sintético 68;2019;84188;16810;19.97;0.7
80069;Distrito Sintético 69;2019;94609;15069;15.93;4.72
80070;Distrito Sintético 70;2019;86576;18314;21.15;4.16
80071;Distrito Sintético 71;2019;90776;14387;15.85;2.0
80072;Distrito Sintético 72;2019;83024;17474;21.05;0.85
80073;Distrito Sintético 73;2019;67315;15268;22.68;3.59
80074;Distrito Sintético 74;2019;84905;15987;18.83;4.11
80075;Distrito Sintético 75;2019;91760;18249;19.89;3.4
80076;Distrito Sintético 76;2019;77382;9107;11.77;0.67
80077;Distrito Sintético 77;2019;77083;11033;14.31;3.2
80078;Distrito Sintético 78;2019;68686;17349;25.26;1.3
80079;Distrito Sintético 79;2019;95208;15217;15.98;4.31
80080;Distrito Sintético 80;2019;89407;17922;20.05;4.04
80081;Distrito Sintético 81;2019;76509;12583;16.45;1.49
80082;Distrito Sintético 82;2019;86533;24405;28.2;4.46
80083;Distrito Sintético 83;2019;79738;16577;20.79;3.65
80084;Distrito Sintético 84;2019;82187;21148;25.73;3.39
80085;Distrito Sintético 85;2019;85597;14428;16.86;2.68
80086;Distrito Sintético 86;2019;77096;16224;21.04;2.59
80087;Distrito Sintético 87;2019;67699;13495;19.93;3.77
80088;Distrito Sintético 88;2019;76074;12736;16.74;3.33
80089;Distrito Sintético 89;2019;76118;17061;22.41;2.39
80090;Distrito Sintético 90;2019;88268;14265;16.16;0.73
80091;Distrito Sintético 91;2019;86531;15688;18.13;2.11
80092;Distrito Sintético 92;2019;85207;16887;19.82;3.28
80093;Distrito Sintético 93;2019;83177;13825;16.62;4.53
80094;Distrito Sintético 94;2019;93230;14556;15.61;1.08
80095;Distrito Sintético 95;2019;82811;16045;19.38;1.43
80096;Distrito Sintético 96;2019;71085;13850;19.48;4.31
80001;Distrito Sintético 1;2020;78302;15174;19.38;4.07
80002;Distrito Sintético 2;2020;89405;15800;17.67;4.39
80003;Distrito Sintético 3;2020;83359;14227;17.07;1.61
80004;Distrito Sintético 4;2020;79260;15603;19.69;0.82
80005;Distrito Sintético 5;2020;80465;16222;20.16;0.93
80006;Distrito Sintético 6;2020;87254;14544;16.67;3.79
80007;Distrito Sintético 7;2020;90093;14328;15.9;1.96
80008;Distrito Sintético 8;2020;78160;18708;23.94;2.77
80009;Distrito Sintético 9;2020;78719;13880;17.63;1.21
80010;Distrito Sintético 10;2020;86607;12012;13.87;4.62
80011;Distrito Sintético 11;2020;84143;14069;16.72;0.89
80012;Distrito Sintético 12;2020;74399;11199;15.05;3.68
80013;Distrito Sintético 13;2020;93140;16258;17.46;2.91
80014;Distrito Sintético 14;2020;79907;15378;19.24;4.06
80015;Distrito Sintético 15;2020;76151;12444;16.34;0.99
80016;Distrito Sintético 16;2020;75713;16261;21.48;4.79
80017;Distrito Sintético 17;2020;80495;17331;21.53;3.58
80018;Distrito Sintético 18;2020;78217;14291;18.27;3.58
80019;Distrito Sintético 19;2020;81258;14158;17.42;1.71
80020;Distrito Sintético 20;2020;84304;19171;22.74;0.82
80021;Distrito Sintético 21;2020;82764;14746;17.82;3.24
80022;Distrito Sintético 22;2020;86951;18063;20.77;2.35
80023;Distrito Sintético 23;2020;78623;14826;18.86;1.47
80024;Distrito Sintético 24;2020;78037;16538;21.19;0.57
80025;Distrito Sintético 25;2020;66591;14199;21.32;1.68
80026;Distrito Sintético 26;2020;72566;10115;13.94;4.21
80027;Distrito Sintético 27;2020;71480;10959;15.33;3.51
80028;Distrito Sintético 28;2020;69757;15874;22.76;3.23
80029;Distrito Sintético 29;2020;85358;17448;20.44;2.84
80030;Distrito Sintético 30;2020;74896;10907;14.56;1.51
80031;Distrito Sintético 31;2020;73746;14897;20.2;1.93
80032;Distrito Sintético 32;2020;74810;14816;19.8;0.7
80033;Distrito Sintético 33;2020;77041;16962;22.02;4.43
80034;Distrito Sintético 34;2020;83833;17588;20.98;4.89
80035;Distrito Sintético 35;2020;84706;15241;17.99;3.31
80036;Distrito Sintético 36;2020;86989;19689;22.63;3.36
80037;Distrito Sintético 37;2020;95587;15133;15.83;1.59
80038;Distrito Sintético 38;2020;80333;14708;18.31;1.6
80039;Distrito Sintético 39;2020;83019;15618;18.81;3.23
80040;Distrito Sintético 40;2020;81869;18170;22.19;4.45
80041;Distrito Sintético 41;2020;81724;14722;18.01;4.36
80042;Distrito Sintético 42;2020;95760;19543;20.41;0.96
80043;Distrito Sintético 43;2020;80424;14689;18.26;3.83
80044;Distrito Sintético 44;2020;86791;13742;15.83;2.09
80045;Distrito Sintético 45;2020;82581;16567;20.06;1.92
80046;Distrito Sintético 46;2020;83867;18801;22.42;1.76
80047;Distrito Sintético 47;2020;79053;17413;22.03;2.93
80048;Distrito Sintético 48;2020;89534;19163;21.4;2.35
80049;Distrito Sintético 49;2020;92486;13144;14.21;0.75
80050;Distrito Sintético 50;2020;82274;17222;20.93;3.52
80051;Distrito Sintético 51;2020;93486;15438;16.51;4.09
80052;Distrito Sintético 52;2020;76567;11602;15.15;3.82
80053;Distrito Sintético 53;2020;85146;12704;14.92;2.73
80054;Distrito Sintético 54;2020;86965;18782;21.6;2.0
80055;Distrito Sintético 55;2020;85690;17140;20.0;4.72
80056;Distrito Sintético 56;2020;72632;12407;17.08;4.19
80057;Distrito Sintético 57;2020;101127;15958;15.78;0.77
80058;Distrito Sintético 58;2020;79328;19329;24.37;1.21
80059;Distrito Sintético 59;2020;78449;12971;16.53;0.77
80060;Distrito Sintético 60;2020;70136;15350;21.89;4.37
80061;Distrito Sintético 61;2020;93600;17507;18.7;3.18
80062;Distrito Sintético 62;2020;82291;14831;18.02;1.36
80063;Distrito Sintético 63;2020;76792;15717;20.47;4.98
80064;Distrito Sintético 64;2020;87952;14455;16.44;3.71
80065;Distrito Sintético 65;2020;80400;12452;15.49;4.05
80066;Distrito Sintético 66;2020;84082;12762;15.18;0.6
80067;Distrito Sintético 67;2020;79044;12692;16.06;0.73
80068;Distrito Sintético 68;2020;78410;12634;16.11;2.38
80069;Distrito Sintético 69;2020;95272;16052;16.85;2.96
80070;Distrito Sintético 70;2020;73908;13586;18.38;4.09
80071;Distrito Sintético 71;2020;75007;13073;17.43;0.56
80072;Distrito Sintético 72;2020;79814;10014;12.55;1.47
80073;Distrito Sintético 73;2020;91760;16319;17.78;4.14
80074;Distrito Sintético 74;2020;83864;14641;17.46;2.8
80075;Distrito Sintético 75;2020;71127;15182;21.34;2.02
80076;Distrito Sintético 76;2020;77811;11936;15.34;1.23
80077;Distrito Sintético 77;2020;101857;15577;15.29;1.0
80078;Distrito Sintético 78;2020;87301;16430;18.82;1.63
80079;Distrito Sintético 79;2020;90975;14967;16.45;2.61
80080;Distrito Sintético 80;2020;86457;11721;13.56;1.93
80081;Distrito Sintético 81;2020;75942;14331;18.87;4.18
80082;Distrito Sintético 82;2020;75582;15882;21.01;4.68
80083;Distrito Sintético 83;2020;80755;17050;21.11;4.4
80084;Distrito Sintético 84;2020;87501;18432;21.06;4.28
80085;Distrito Sintético 85;2020;75038;11468;15.28;4.58
80086;Distrito Sintético 86;2020;72224;14179;19.63;1.15
80087;Distrito Sintético 87;2020;86383;13386;15.5;2.19
80088;Distrito Sintético 88;2020;63685;9815;15.41;4.89
80089;Distrito Sintético 89;2020;77378;16247;21.0;1.44
80090;Distrito Sintético 90;2020;81474;14907;18.3;1.2
80091;Distrito Sintético 91;2020;75029;13659;18.2;1.04
80092;Distrito Sintético 92;2020;75008;13918;18.56;2.36
80093;Distrito Sintético 93;2020;66741;12861;19.27;0.53
80094;Distrito Sintético 94;2020;74333;14014;18.85;1.94
80095;Distrito Sintético 95;2020;65469;10413;15.91;3.9
80096;Distrito Sintético 96;2020;85115;12866;15.12;3.52
80001;Distrito Sintético 1;2021;83868;11228;13.39;2.17
80002;Distrito Sintético 2;2021;73922;12900;17.45;4.35
80003;Distrito Sintético 3;2021;78982;10212;12.93;0.8
80004;Distrito Sintético 4;2021;89786;17526;19.52;0.71
80005;Distrito Sintético 5;2021;76791;11342;14.77;3.04
80006;Distrito Sintético 6;2021;85885;12683;14.77;3.33
80007;Distrito Sintético 7;2021;77707;14768;19.0;3.29
80008;Distrito Sintético 8;2021;83731;20299;24.24;4.19
80009;Distrito Sintético 9;2021;77704;11390;14.66;3.24
80010;Distrito Sintético 10;2021;81738;13738;16.81;1.31
80011;Distrito Sintético 11;2021;80665;18437;22.86;4.05
80012;Distrito Sintético 12;2021;95407;14423;15.12;4.97
80013;Distrito Sintético 13;2021;86944;18908;21.75;1.81
80014;Distrito Sintético 14;2021;87147;17975;20.63;3.26
80015;Distrito Sintético 15;2021;80948;17720;21.89;3.94
80016;Distrito Sintético 16;2021;78522;7536;9.6;0.57
80017;Distrito Sintético 17;2021;76102;14332;18.83;0.59
80018;Distrito Sintético 18;2021;76992;14560;18.91;1.81
80019;Distrito Sintético 19;2021;76914;10338;13.44;2.2
80020;Distrito Sintético 20;2021;73723;15152;20.55;0.83
80021;Distrito Sintético 21;2021;68739;17695;25.74;2.12
80022;Distrito Sintético 22;2021;80176;13210;16.48;1.12
80023;Distrito Sintético 23;2021;88745;14664;16.52;4.54
80024;Distrito Sintético 24;2021;72144;9800;13.58;1.19
80025;Distrito Sintético 25;2021;74045;19491;26.32;4.34
80026;Distrito Sintético 26;2021;85125;13027;15.3;2.3
80027;Distrito Sintético 27;2021;83896;14983;17.86;4.66
80028;Distrito Sintético 28;2021;74588;14675;19.67;3.13
80029;Distrito Sintético 29;2021;83083;14020;16.87;2.11
80030;Distrito Sintético 30;2021;80604;18643;23.13;2.68
80031;Distrito Sintético 31;2021;85491;15009;17.56;4.18
80032;Distrito Sintético 32;2021;94369;16105;17.07;4.03
80033;Distrito Sintético 33;2021;80761;12386;15.34;1.87
80034;Distrito Sintético 34;2021;76606;9060;11.83;3.48
80035;Distrito Sintético 35;2021;79895;12657;15.84;3.78
80036;Distrito Sintético 36;2021;88007;14550;16.53;1.63
80037;Distrito Sintético 37;2021;75471;15075;19.97;1.69
80038;Distrito Sintético 38;2021;76933;14239;18.51;3.09
80039;Distrito Sintético 39;2021;75770;16148;21.31;2.46
80040;Distrito Sintético 40;2021;94461;14752;15.62;1.85
80041;Distrito Sintético 41;2021;76230;13490;17.7;4.39
80042;Distrito Sintético 42;2021;84019;13368;15.91;2.87
80043;Distrito Sintético 43;2021;78791;14542;18.46;4.24
80044;Distrito Sintético 44;2021;87485;19145;21.88;3.24
80045;Distrito Sintético 45;2021;75413;11844;15.71;1.85
80046;Distrito Sintético 46;2021;80449;15163;18.85;3.45
80047;Distrito Sintético 47;2021;78599;12939;16.46;2.76
80048;Distrito Sintético 48;2021;77360;11313;14.62;2.24
80049;Distrito Sintético 49;2021;86077;12710;14.77;2.42
80050;Distrito Sintético 50;2021;97806;18373;18.79;0.83
80051;Distrito Sintético 51;2021;80858;13776;17.04;4.43
80052;Distrito Sintético 52;2021;71899;10500;14.6;0.99
80053;Distrito Sintético 53;2021;79188;12034;15.2;2.88
80054;Distrito Sintético 54;2021;73908;13881;18.78;4.34
80055;Distrito Sintético 55;2021;80725;13911;17.23;4.43
80056;Distrito Sintético 56;2021;79998;14073;17.59;4.3
80057;Distrito Sintético 57;2021;70389;13117;18.64;2.47
80058;Distrito Sintético 58;2021;80974;15403;19.02;3.26
80059;Distrito Sintético 59;2021;93962;18901;20.12;3.93
80060;Distrito Sintético 60;2021;81655;13216;16.19;3.23
80061;Distrito Sintético 61;2021;90873;16522;18.18;0.56
80062;Distrito Sintético 62;2021;74887;14279;19.07;2.37
80063;Distrito Sintético 63;2021;92163;15417;16.73;2.98
80064;Distrito Sintético 64;2021;83938;21452;25.56;1.19
80065;Distrito Sintético 65;2021;83386;16321;19.57;0.65
80066;Distrito Sintético 66;2021;79739;15321;19.21;1.35
80067;Distrito Sintético 67;2021;79386;15955;20.1;2.18
80068;Distrito Sintético 68;2021;71479;14979;20.96;2.44
80069;Distrito Sintético 69;2021;88982;19397;21.8;2.59
80070;Distrito Sintético 70;2021;75549;16111;21.33;4.37
80071;Distrito Sintético 71;2021;83041;16004;19.27;1.93
80072;Distrito Sintético 72;2021;70623;15733;22.28;1.02
80073;Distrito Sintético 73;2021;82992;19110;23.03;4.46
80074;Distrito Sintético 74;2021;78661;16319;20.75;1.38
80075;Distrito Sintético 75;2021;74840;18220;24.35;3.29
80076;Distrito Sintético 76;2021;86830;13748;15.83;4.66
80077;Distrito Sintético 77;2021;82041;13950;17.0;3.32
80078;Distrito Sintético 78;2021;97699;21948;22.46;3.8
80079;Distrito Sintético 79;2021;85760;16210;18.9;1.86
80080;Distrito Sintético 80;2021;78514;15385;19.6;4.01
80081;Distrito Sintético 81;2021;79571;15542;19.53;4.56
80082;Distrito Sintético 82;2021;67080;13286;19.81;0.63
80083;Distrito Sintético 83;2021;77509;14910;19.24;2.46
80084;Distrito Sintético 84;2021;79931;17877;22.37;1.95
80085;Distrito Sintético 85;2021;90774;15574;17.16;2.55
80086;Distrito Sintético 86;2021;78927;15713;19.91;4.98
80087;Distrito Sintético 87;2021;86176;14924;17.32;2.8
80088;Distrito Sintético 88;2021;71211;16712;23.47;0.94
80089;Distrito Sintético 89;2021;79544;17707;22.26;1.92
80090;Distrito Sintético 90;2021;88792;17591;19.81;2.17
80091;Distrito Sintético 91;2021;83909;13658;16.28;1.59
80092;Distrito Sintético 92;2021;82328;18743;22.77;2.91
80093;Distrito Sintético 93;2021;89750;16593;18.49;2.6
80094;Distrito Sintético 94;2021;79558;16120;20.26;4.75
80095;Distrito Sintético 95;2021;89600;14487;16.17;4.74
80096;Distrito Sintético 96;2021;76419;10697;14.0;3.56
80001;Distrito Sintético 1;2022;81361;17210;21.15;3.5
80002;Distrito Sintético 2;2022;79633;18400;23.11;4.38
80003;Distrito Sintético 3;2022;84332;22725;26.95;1.1
80004;Distrito Sintético 4;2022;86903;17137;19.72;4.67
80005;Distrito Sintético 5;2022;76253;11532;15.12;2.75
80006;Distrito Sintético 6;2022;101609;23329;22.96;2.74
80007;Distrito Sintético 7;2022;74141;14469;19.52;1.83
80008;Distrito Sintético 8;2022;81107;11713;14.44;1.21
80009;Distrito Sintético 9;2022;80483;19052;23.67;1.23
80010;Distrito Sintético 10;2022;85452;11683;13.67;4.01
80011;Distrito Sintético 11;2022;85533;15008;17.55;4.95
80012;Distrito Sintético 12;2022;84435;12738;15.09;4.01
80013;Distrito Sintético 13;2022;87217;15857;18.18;3.84
80014;Distrito Sintético 14;2022;87067;15576;17.89;4.09
80015;Distrito Sintético 15;2022;86261;14562;16.88;0.55
80016;Distrito Sintético 16;2022;87676;18554;21.16;0.98
80017;Distrito Sintético 17;2022;83976;14539;17.31;1.95
80018;Distrito Sintético 18;2022;81975;14588;17.8;4.69
80019;Distrito Sintético 19;2022;75059;14376;19.15;1.3
80020;Distrito Sintético 20;2022;74967;14123;18.84;1.09
80021;Distrito Sintético 21;2022;78020;15481;19.84;3.3
80022;Distrito Sintético 22;2022;79067;12940;16.37;3.91
80023;Distrito Sintético 23;2022;88490;16366;18.49;1.1
80024;Distrito Sintético 24;2022;86134;16423;19.07;4.57
80025;Distrito Sintético 25;2022;90359;15541;17.2;1.69
80026;Distrito Sintético 26;2022;76080;18065;23.74;0.95
80027;Distrito Sintético 27;2022;85624;16966;19.81;3.15
80028;Distrito Sintético 28;2022;76577;14756;19.27;3.73
80029;Distrito Sintético 29;2022;83519;12084;14.47;1.98
80030;Distrito Sintético 30;2022;69936;16433;23.5;2.8
80031;Distrito Sintético 31;2022;77609;14488;18.67;1.36
80032;Distrito Sintético 32;2022;81519;15541;19.06;4.45
80033;Distrito Sintético 33;2022;95121;15897;16.71;0.82
80034;Distrito Sintético 34;2022;76045;15333;20.16;2.8
80035;Distrito Sintético 35;2022;79454;15620;19.66;2.35
80036;Distrito Sintético 36;2022;82163;14417;17.55;0.55
80037;Distrito Sintético 37;2022;77429;17034;22.0;0.61
80038;Distrito Sintético 38;2022;84585;12788;15.12;3.72
80039;Distrito Sintético 39;2022;80608;11646;14.45;1.0
80040;Distrito Sintético 40;2022;77567;16287;21.0;1.71
80041;Distrito Sintético 41;2022;75081;14746;19.64;0.73
80042;Distrito Sintético 42;2022;82561;14010;16.97;1.44
80043;Distrito Sintético 43;2022;71601;17945;25.06;4.65
80044;Distrito Sintético 44;2022;77318;10814;13.99;4.91
80045;Distrito Sintético 45;2022;81892;17484;21.35;1.61
80046;Distrito Sintético 46;2022;83999;15756;18.76;1.38
80047;Distrito Sintético 47;2022;69410;17130;24.68;2.22
80048;Distrito Sintético 48;2022;94574;15486;16.37;0.66
80049;Distrito Sintético 49;2022;69386;12859;18.53;4.11
80050;Distrito Sintético 50;2022;80745;15476;19.17;3.64
80051;Distrito Sintético 51;2022;78858;16297;20.67;1.17
80052;Distrito Sintético 52;2022;82298;14079;17.11;3.92
80053;Distrito Sintético 53;2022;72612;11253;15.5;3.56
80054;Distrito Sintético 54;2022;88238;16513;18.71;1.41
80055;Distrito Sintético 55;2022;79919;11543;14.44;0.82
80056;Distrito Sintético 56;2022;91178;13216;14.49;4.27
80057;Distrito Sintético 57;2022;74090;16339;22.05;3.93
80058;Distrito Sintético 58;2022;91830;16676;18.16;2.36
80059;Distrito Sintético 59;2022;90136;16607;18.42;4.38
80060;Distrito Sintético 60;2022;82485;17021;20.64;2.36
80061;Distrito Sintético 61;2022;76957;10304;13.39;1.29
80062;Distrito Sintético 62;2022;72480;12840;17.72;1.57
80063;Distrito Sintético 63;2022;86798;24786;28.56;4.31
80064;Distrito Sintético 64;2022;90238;15420;17.09;2.12
80065;Distrito Sintético 65;2022;99150;14957;15.09;1.1
80066;Distrito Sintético 66;2022;89901;17909;19.92;1.55
80067;Distrito Sintético 67;2022;68996;12503;18.12;0.62
80068;Distrito Sintético 68;2022;91022;14129;15.52;0.93
80069;Distrito Sintético 69;2022;71050;10761;15.15;2.19
80070;Distrito Sintético 70;2022;85603;19265;22.51;0.85
80071;Distrito Sintético 71;2022;84248;14031;16.65;0.75
80072;Distrito Sintético 72;2022;84548;15287;18.08;0.65
80073;Distrito Sintético 73;2022;72827;13838;19.0;4.06
80074;Distrito Sintético 74;2022;77697;17005;21.89;1.47
80075;Distrito Sintético 75;2022;80024;13942;17.42;2.47
80076;Distrito Sintético 76;2022;76708;17355;22.62;3.11
80077;Distrito Sintético 77;2022;88577;14114;15.93;3.92
80078;Distrito Sintético 78;2022;83922;17054;20.32;1.21
80079;Distrito Sintético 79;2022;78596;11351;14.44;1.45
80080;Distrito Sintético 80;2022;91033;16649;18.29;4.66
80081;Distrito Sintético 81;2022;75926;10634;14.01;0.53
80082;Distrito Sintético 82;2022;73657;15030;20.41;2.09
80083;Distrito Sintético 83;2022;94729;19996;21.11;3.9
80084;Distrito Sintético 84;2022;97878;16688;17.05;2.11
80085;Distrito Sintético 85;2022;82425;13478;16.35;0.83
80086;Distrito Sintético 86;2022;82907;13014;15.7;4.27
80087;Distrito Sintético 87;2022;70686;14125;19.98;3.48
80088;Distrito Sintético 88;2022;81311;11866;14.59;3.3
80089;Distrito Sintético 89;2022;80125;14963;18.67;1.51
80090;Distrito Sintético 90;2022;73328;10199;13.91;4.72
80091;Distrito Sintético 91;2022;78836;15100;19.15;1.34
80092;Distrito Sintético 92;2022;77819;10152;13.05;4.2
80093;Distrito Sintético 93;2022;85284;15803;18.53;0.83
80094;Distrito Sintético 94;2022;90615;13359;14.74;4.14
80095;Distrito Sintético 95;2022;66838;14887;22.27;4.52
80096;Distrito Sintético 96;2022;78545;14590;18.58;1.23
80001;Distrito Sintético 1;2023;86187;17642;20.47;4.44
80002;Distrito Sintético 2;2023;80930;14865;18.37;0.53
80003;Distrito Sintético 3;2023;74359;17026;22.9;4.86
80004;Distrito Sintético 4;2023;79007;11864;15.02;4.14
80005;Distrito Sintético 5;2023;74548;11311;15.17;3.04
80006;Distrito Sintético 6;2023;86907;14891;17.13;0.88
80007;Distrito Sintético 7;2023;81806;10495;12.83;2.61
80008;Distrito Sintético 8;2023;81487;13901;17.06;0.63
80009;Distrito Sintético 9;2023;73464;15579;21.21;3.09
80010;Distrito Sintético 10;2023;83617;18022;21.55;3.6
80011;Distrito Sintético 11;2023;75886;13024;17.16;1.34
80012;Distrito Sintético 12;2023;74077;12264;16.56;2.69
80013;Distrito Sintético 13;2023;71481;11160;15.61;3.41
80014;Distrito Sintético 14;2023;83938;13162;15.68;4.05
80015;Distrito Sintético 15;2023;87184;14713;16.88;2.55
80016;Distrito Sintético 16;2023;77911;16807;21.57;2.01
80017;Distrito Sintético 17;2023;83494;18448;22.1;2.73
80018;Distrito Sintético 18;2023;74439;12185;16.37;1.98
80019;Distrito Sintético 19;2023;83170;9941;11.95;3.35
80020;Distrito Sintético 20;2023;85958;17003;19.78;2.47
80021;Distrito Sintético 21;2023;71200;10484;14.72;2.29
80022;Distrito Sintético 22;2023;81625;14967;18.34;1.05
80023;Distrito Sintético 23;2023;90674;17682;19.5;0.86
80024;Distrito Sintético 24;2023;69803;10836;15.52;2.53
80025;Distrito Sintético 25;2023;87739;16138;18.39;3.71
80026;Distrito Sintético 26;2023;82326;13968;16.97;3.84
80027;Distrito Sintético 27;2023;68979;16425;23.81;4.97
80028;Distrito Sintético 28;2023;81364;12789;15.72;1.66
80029;Distrito Sintético 29;2023;82680;15143;18.32;0.99
80030;Distrito Sintético 30;2023;96281;14894;15.47;4.27
80031;Distrito Sintético 31;2023;87765;18985;21.63;2.12
80032;Distrito Sintético 32;2023;69746;16303;23.37;1.79
80033;Distrito Sintético 33;2023;90773;17516;19.3;4.76
80034;Distrito Sintético 34;2023;71506;11626;16.26;4.3
80035;Distrito Sintético 35;2023;99202;20353;20.52;4.46
80036;Distrito Sintético 36;2023;70371;17771;25.25;4.52
80037;Distrito Sintético 37;2023;91567;17716;19.35;2.01
80038;Distrito Sintético 38;2023;78622;13960;17.76;4.86
80039;Distrito Sintético 39;2023;85605;12438;14.53;3.2
80040;Distrito Sintético 40;2023;85816;13929;16.23;1.33
80041;Distrito Sintético 41;2023;85179;14521;17.05;4.73
80042;Distrito Sintético 42;2023;73941;16170;21.87;0.84
80043;Distrito Sintético 43;2023;80908;14976;18.51;1.15
80044;Distrito Sintético 44;2023;100733;20436;20.29;2.92
80045;Distrito Sintético 45;2023;80478;17716;22.01;4.77
80046;Distrito Sintético 46;2023;85660;14198;16.57;2.78
80047;Distrito Sintético 47;2023;85383;13891;16.27;0.56
80048;Distrito Sintético 48;2023;76068;13290;17.47;0.93
80049;Distrito Sintético 49;2023;81632;16908;20.71;1.31
80050;Distrito Sintético 50;2023;72480;14326;19.77;3.59
80051;Distrito Sintético 51;2023;77183;13120;17.0;2.08
80052;Distrito Sintético 52;2023;82056;13548;16.51;1.73
80053;Distrito Sintético 53;2023;78218;12840;16.42;1.74
80054;Distrito Sintético 54;2023;80617;14092;17.48;2.51
80055;Distrito Sintético 55;2023;92237;18360;19.91;1.35
80056;Distrito Sintético 56;2023;86181;16805;19.5;1.25
80057;Distrito Sintético 57;2023;78612;12953;16.48;1.69
80058;Distrito Sintético 58;2023;79255;13897;17.53;4.11
80059;Distrito Sintético 59;2023;76025;15435;20.3;0.99
80060;Distrito Sintético 60;2023;81956;13439;16.4;3.74
80061;Distrito Sintético 61;2023;86767;16119;18.58;1.87
80062;Distrito Sintético 62;2023;81680;8922;10.92;3.32
80063;Distrito Sintético 63;2023;96018;14390;14.99;3.07
80064;Distrito Sintético 64;2023;83973;14134;16.83;1.39
80065;Distrito Sintético 65;2023;85230;15621;18.33;0.69
80066;Distrito Sintético 66;2023;84754;13988;16.5;2.44
80067;Distrito Sintético 67;2023;75749;13160;17.37;3.76
80068;Distrito Sintético 68;2023;82154;15936;19.4;1.14
80069;Distrito Sintético 69;2023;81786;16387;20.04;1.9
80070;Distrito Sintético 70;2023;83625;18717;22.38;4.87
80071;Distrito Sintético 71;2023;85194;13693;16.07;1.68
80072;Distrito Sintético 72;2023;71537;12873;17.99;2.44
80073;Distrito Sintético 73;2023;79369;14671;18.48;1.94
80074;Distrito Sintético 74;2023;75264;16472;21.89;4.07
80075;Distrito Sintético 75;2023;74183;15625;21.06;0.8
80076;Distrito Sintético 76;2023;76343;15751;20.63;1.3
80077;Distrito Sintético 77;2023;83455;19243;23.06;0.75
80078;Distrito Sintético 78;2023;75103;11779;15.68;2.88
80079;Distrito Sintético 79;2023;85528;16784;19.62;1.29
80080;Distrito Sintético 80;2023;79639;13989;17.57;1.94
80081;Distrito Sintético 81;2023;78339;14234;18.17;1.19
80082;Distrito Sintético 82;2023;83169;20882;25.11;3.14
80083;Distrito Sintético 83;2023;84983;12504;14.71;2.53
80084;Distrito Sintético 84;2023;75445;18986;25.17;3.08
80085;Distrito Sintético 85;2023;82529;16813;20.37;1.09
80086;Distrito Sintético 86;2023;73801;11720;15.88;3.97
80087;Distrito Sintético 87;2023;83014;17610;21.21;1.38
80088;Distrito Sintético 88;2023;81804;15788;19.3;0.65
80089;Distrito Sintético 89;2023;85879;16580;19.31;3.45
80090;Distrito Sintético 90;2023;86674;18445;21.28;4.68
80091;Distrito Sintético 91;2023;82153;16808;20.46;3.2
80092;Distrito Sintético 92;2023;90598;16683;18.41;1.05
80093;Distrito Sintético 93;2023;75498;18240;24.16;1.48
80094;Distrito Sintético 94;2023;92825;14931;16.09;3.57
80095;Distrito Sintético 95;2023;78644;12362;15.72;4.39
80096;Distrito Sintético 96;2023;75086;14165;18.87;4.63
80001;Distrito Sintético 1;2024;76415;16640;21.78;0.87
80002;Distrito Sintético 2;2024;80315;17842;22.22;4.14
