cod_distr;nome_distr;ano;taxa_envelhecimento_perc;leitos_por_mil_hab;cobertura_esf_perc;indice_vulnerabilidade
80075;Distrito Sintético 75;2018;20.52;2.89;37.04;0.727
80076;Distrito Sintético 76;2018;17.69;1.74;89.54;0.704
80077;Distrito Sintético 77;2018;19.92;2.73;33.65;0.682
80078;Distrito Sintético 78;2018;15.68;3.11;35.77;0.885
80079;Distrito Sintético 79;2018;18.22;0.58;58.45;0.172
80080;Distrito Sintético 80;2018;22.99;1.18;79.73;0.239
80081;Distrito Sintético 81;2018;22.74;0.95;63.62;0.514
80082;Distrito Sintético 82;2018;24.19;4.32;87.15;0.341
80083;Distrito Sintético 83;2018;18.37;1.8;85.99;0.205
80084;Distrito Sintético 84;2018;21.18;3.06;88.58;0.519
80085;Distrito Sintético 85;2018;17.78;0.77;38.95;0.203
80086;Distrito Sintético 86;2018;15.0;4.83;53.66;0.224
80087;Distrito Sintético 87;2018;22.2;2.04;78.6;0.769
80088;Distrito Sintético 88;2018;15.04;1.95;35.64;0.828
80089;Distrito Sintético 89;2018;24.53;2.82;71.52;0.149
80090;Distrito Sintético 90;2018;19.34;2.8;66.6;0.382
80091;Distrito Sintético 91;2018;22.79;1.96;32.39;0.486
80092;Distrito Sintético 92;2018;21.8;2.59;86.61;0.853
80093;Distrito Sintético 93;2018;13.27;4.89;76.14;0.252
80094;Distrito Sintético 94;2018;18.65;4.93;49.84;0.159
80095;Distrito Sintético 95;2018;16.41;0.6;59.69;0.592
80096;Distrito Sintético 96;2018;14.06;1.2;68.25;0.149
80001;Distrito Sintético 1;2019;13.22;4.15;76.35;0.609
80002;Distrito Sintético 2;2019;20.8;4.8;80.96;0.213
80003;Distrito Sintético 3;2019;21.14;2.54;75.02;0.281
80004;Distrito Sintético 4;2019;23.99;4.23;72.86;0.352
80005;Distrito Sintético 5;2019;19.75;4.69;61.54;0.516
80006;Distrito Sintético 6;2019;20.97;2.06;79.37;0.116
80007;Distrito Sintético 7;2019;19.93;0.69;33.66;0.797
80008;Distrito Sintético 8;2019;17.26;4.02;32.08;0.704
80009;Distrito Sintético 9;2019;19.41;3.38;69.42;0.497
80010;Distrito Sintético 10;2019;21.26;1.4;56.85;0.341
80011;Distrito Sintético 11;2019;18.78;3.56;77.97;0.163
80012;Distrito Sintético 12;2019;12.67;4.0;55.9;0.586
80013;Distrito Sintético 13;2019;16.89;0.5;76.77;0.257
80014;Distrito Sintético 14;2019;19.64;4.88;58.37;0.395
80015;Distrito Sintético 15;2019;15.12;2.38;67.08;0.176
80016;Distrito Sintético 16;2019;18.32;4.88;33.39;0.785
80017;Distrito Sintético 17;2019;21.09;4.27;93.26;0.191
80018;Distrito Sintético 18;2019;24.01;3.58;43.87;0.449
80019;Distrito Sintético 19;2019;14.73;2.94;53.88;0.795
80020;Distrito Sintético 20;2019;22.6;2.13;82.65;0.47
80021;Distrito Sintético 21;2019;21.0;0.77;74.28;0.206
80022;Distrito Sintético 22;2019;18.02;3.7;89.55;0.482
80023;Distrito Sintético 23;2019;18.15;4.71;41.41;0.287
80024;Distrito Sintético 24;2019;18.08;3.31;51.39;0.817
80025;Distrito Sintético 25;2019;20.02;3.74;65.42;0.54
80026;Distrito Sintético 26;2019;22.04;1.39;30.54;0.699
80027;Distrito Sintético 27;2019;17.07;0.81;94.59;0.197
80028;Distrito Sintético 28;2019;14.16;2.91;94.77;0.29
80029;Distrito Sintético 29;2019;25.83;2.09;53.89;0.338
80030;Distrito Sintético 30;2019;20.77;4.64;75.86;0.744
80031;Distrito Sintético 31;2019;23.44;0.82;60.64;0.862
80032;Distrito Sintético 32;2019;22.22;1.09;63.6;0.615
80033;Distrito Sintético 33;2019;19.74;4.48;39.71;0.671
80034;Distrito Sintético 34;2019;18.74;4.99;68.65;0.274
80035;Distrito Sintético 35;2019;23.31;3.86;47.98;0.156
80036;Distrito Sintético 36;2019;17.81;4.16;41.61;0.602
80037;Distrito Sintético 37;2019;20.1;1.8;62.02;0.474
80038;Distrito Sintético 38;2019;18.76;1.95;40.98;0.419
80039;Distrito Sintético 39;2019;18.25;2.92;43.53;0.367
80040;Distrito Sintético 40;2019;19.2;0.97;39.16;0.288
80041;Distrito Sintético 41;2019;15.09;4.14;61.27;0.745
80042;Distrito Sintético 42;2019;16.8;3.5;76.04;0.166
80043;Distrito Sintético 43;2019;23.8;1.28;43.76;0.514
80044;Distrito Sintético 44;2019;15.48;4.14;72.81;0.766
80045;Distrito Sintético 45;2019;16.78;4.43;31.95;0.449
80046;Distrito Sintético 46;2019;15.73;0.6;86.23;0.898
80047;Distrito Sintético 47;2019;20.69;4.11;54.73;0.333
80048;Distrito Sintético 48;2019;19.5;4.7;77.87;0.747
80049;Distrito Sintético 49;2019;22.19;0.8;44.54;0.252
80050;Distrito Sintético 50;2019;19.65;1.27;43.48;0.195
80051;Distrito Sintético 51;2019;20.39;1.92;90.88;0.833
80052;Distrito Sintético 52;2019;21.23;0.63;81.92;0.855
80053;Distrito Sintético 53;2019;17.29;3.2;76.29;0.588
80054;Distrito Sintético 54;2019;16.97;0.86;93.68;0.675
80055;Distrito Sintético 55;2019;17.15;2.67;42.79;0.735
80056;Distrito Sintético 56;2019;17.26;4.66;66.38;0.27
80057;Distrito Sintético 57;2019;12.66;3.71;37.1;0.725
80058;Distrito Sintético 58;2019;18.37;3.04;79.89;0.623
80059;Distrito Sintético 59;2019;18.07;0.59;37.86;0.375
80060;Distrito Sintético 60;2019;17.32;4.84;81.06;0.734
80061;Distrito Sintético 61;2019;20.82;2.6;51.37;0.551
80062;Distrito Sintético 62;2019;22.46;3.65;86.5;0.596
80063;Distrito Sintético 63;2019;19.59;0.55;83.87;0.406
80064;Distrito Sintético 64;2019;20.38;4.97;74.44;0.31
80065;Distrito Sintético 65;2019;15.62;1.33;38.41;0.662
80066;Distrito Sintético 66;2019;18.15;1.95;84.02;0.706
80067;Distrito Sintético 67;2019;24.56;4.27;80.33;0.613
80068;Distrito Sintético 68;2019;19.97;0.7;60.57;0.18
80069;Distrito Sintético 69;2019;15.93;4.72;89.45;0.189
80070;Distrito Sintético 70;2019;21.15;4.16;80.75;0.892
80071;Distrito Sintético 71;2019;15.85;2.0;63.21;0.858
80072;Distrito Sintético 72;2019;21.05;0.85;76.42;0.612
80073;Distrito Sintético 73;2019;22.68;3.59;87.49;0.436
80074;Distrito Sintético 74;2019;18.83;4.11;89.65;0.376
80075;Distrito Sintético 75;2019;19.89;3.4;57.9;0.206
80076;Distrito Sintético 76;2019;11.77;0.67;89.33;0.261
80077;Distrito Sintético 77;2019;14.31;3.2;42.75;0.875
80078;Distrito Sintético 78;2019;25.26;1.3;68.91;0.186
80079;Distrito Sintético 79;2019;15.98;4.31;41.34;0.448
80080;Distrito Sintético 80;2019;20.05;4.04;33.26;0.852
80081;Distrito Sintético 81;2019;16.45;1.49;37.23;0.664
80082;Distrito Sintético 82;2019;28.2;4.46;76.77;0.52
80083;Distrito Sintético 83;2019;20.79;3.65;54.47;0.895
80084;Distrito Sintético 84;2019;25.73;3.39;62.19;0.254
80085;Distrito Sintético 85;2019;16.86;2.68;55.95;0.874
80086;Distrito Sintético 86;2019;21.04;2.59;74.57;0.405
80087;Distrito Sintético 87;2019;19.93;3.77;52.58;0.253
80088;Distrito Sintético 88;2019;16.74;3.33;84.45;0.336
80089;Distrito Sintético 89;2019;22.41;2.39;79.23;0.68
80090;Distrito Sintético 90;2019;16.16;0.73;39.71;0.22
80091;Distrito Sintético 91;2019;18.13;2.11;89.29;0.65
80092;Distrito Sintético 92;2019;19.82;3.28;87.72;0.382
80093;Distrito Sintético 93;2019;16.62;4.53;42.0;0.5
80094;Distrito Sintético 94;2019;15.61;1.08;35.16;0.28
80095;Distrito Sintético 95;2019;19.38;1.43;66.41;0.446
80096;Distrito Sintético 96;2019;19.48;4.31;56.85;0.284
80001;Distrito Sintético 1;2020;19.38;4.07;59.56;0.809
80002;Distrito Sintético 2;2020;17.67;4.39;42.39;0.124
80003;Distrito Sintético 3;2020;17.07;1.61;48.57;0.267
80004;Distrito Sintético 4;2020;19.69;0.82;51.74;0.674
80005;Distrito Sintético 5;2020;20.16;0.93;38.66;0.865
80006;Distrito Sintético 6;2020;16.67;3.79;67.06;0.668
80007;Distrito Sintético 7;2020;15.9;1.96;78.45;0.348
80008;Distrito Sintético 8;2020;23.94;2.77;92.75;0.85
80009;Distrito Sintético 9;2020;17.63;1.21;92.73;0.273
80010;Distrito Sintético 10;2020;13.87;4.62;48.04;0.138
80011;Distrito Sintético 11;2020;16.72;0.89;43.73;0.531
80012;Distrito Sintético 12;2020;15.05;3.68;41.65;0.621
80013;Distrito Sintético 13;2020;17.46;2.91;52.2;0.461
80014;Distrito Sintético 14;2020;19.24;4.06;63.06;0.105
80015;Distrito Sintético 15;2020;16.34;0.99;41.95;0.244
80016;Distrito Sintético 16;2020;21.48;4.79;90.69;0.453
80017;Distrito Sintético 17;2020;21.53;3.58;87.69;0.733
80018;Distrito Sintético 18;2020;18.27;3.58;91.0;0.358
80019;Distrito Sintético 19;2020;17.42;1.71;88.67;0.274
80020;Distrito Sintético 20;2020;22.74;0.82;74.95;0.779
80021;Distrito Sintético 21;2020;17.82;3.24;76.92;0.173
80022;Distrito Sintético 22;2020;20.77;2.35;40.08;0.896
80023;Distrito Sintético 23;2020;18.86;1.47;47.01;0.559
80024;Distrito Sintético 24;2020;21.19;0.57;49.41;0.701
80025;Distrito Sintético 25;2020;21.32;1.68;58.28;0.574
80026;Distrito Sintético 26;2020;13.94;4.21;47.86;0.165
80027;Distrito Sintético 27;2020;15.33;3.51;72.62;0.778
80028;Distrito Sintético 28;2020;22.76;3.23;31.8;0.645
80029;Distrito Sintético 29;2020;20.44;2.84;80.98;0.694
80030;Distrito Sintético 30;2020;14.56;1.51;72.36;0.41
80031;Distrito Sintético 31;2020;20.2;1.93;70.2;0.197
80032;Distrito Sintético 32;2020;19.8;0.7;54.44;0.288
80033;Distrito Sintético 33;2020;22.02;4.43;32.19;0.267
80034;Distrito Sintético 34;2020;20.98;4.89;33.24;0.481
80035;Distrito Sintético 35;2020;17.99;3.31;46.13;0.676
80036;Distrito Sintético 36;2020;22.63;3.36;52.21;0.36
80037;Distrito Sintético 37;2020;15.83;1.59;86.85;0.15
80038;Distrito Sintético 38;2020;18.31;1.6;38.04;0.713
80039;Distrito Sintético 39;2020;18.81;3.23;41.34;0.733
80040;Distrito Sintético 40;2020;22.19;4.45;44.4;0.256
80041;Distrito Sintético 41;2020;18.01;4.36;75.87;0.551
80042;Distrito Sintético 42;2020;20.41;0.96;85.73;0.852
80043;Distrito Sintético 43;2020;18.26;3.83;71.69;0.285
80044;Distrito Sintético 44;2020;15.83;2.09;92.44;0.386
80045;Distrito Sintético 45;2020;20.06;1.92;81.02;0.795
80046;Distrito Sintético 46;2020;22.42;1.76;65.42;0.249
80047;Distrito Sintético 47;2020;22.03;2.93;48.09;0.366
80048;Distrito Sintético 48;2020;21.4;2.35;64.1;0.815
80049;Distrito Sintético 49;2020;14.21;0.75;52.17;0.116
80050;Distrito Sintético 50;2020;20.93;3.52;88.45;0.315
80051;Distrito Sintético 51;2020;16.51;4.09;66.79;0.245
80052;Distrito Sintético 52;2020;15.15;3.82;37.19;0.624
80053;Distrito Sintético 53;2020;14.92;2.73;52.12;0.673
80054;Distrito Sintético 54;2020;21.6;2.0;74.42;0.446
80055;Distrito Sintético 55;2020;20.0;4.72;90.3;0.305
80056;Distrito Sintético 56;2020;17.08;4.19;34.96;0.717
80057;Distrito Sintético 57;2020;15.78;0.77;83.64;0.462
80058;Distrito Sintético 58;2020;24.37;1.21;87.58;0.605
80059;Distrito Sintético 59;2020;16.53;0.77;81.1;0.271
80060;Distrito Sintético 60;2020;21.89;4.37;47.08;0.625
80061;Distrito Sintético 61;2020;18.7;3.18;40.85;0.498
80062;Distrito Sintético 62;2020;18.02;1.36;61.49;0.163
80063;Distrito Sintético 63;2020;20.47;4.98;54.57;0.547
80064;Distrito Sintético 64;2020;16.44;3.71;47.0;0.841
80065;Distrito Sintético 65;2020;15.49;4.05;50.5;0.526
80066;Distrito Sintético 66;2020;15.18;0.6;92.5;0.862
80067;Distrito Sintético 67;2020;16.06;0.73;31.65;0.554
80068;Distrito Sintético 68;2020;16.11;2.38;48.98;0.262
80069;Distrito Sintético 69;2020;16.85;2.96;68.57;0.718
80070;Distrito Sintético 70;2020;18.38;4.09;94.59;0.244
80071;Distrito Sintético 71;2020;17.43;0.56;52.13;0.838
80072;Distrito Sintético 72;2020;12.55;1.47;72.91;0.364
80073;Distrito Sintético 73;2020;17.78;4.14;64.28;0.298
80074;Distrito Sintético 74;2020;17.46;2.8;87.94;0.593
80075;Distrito Sintético 75;2020;21.34;2.02;90.46;0.797
80076;Distrito Sintético 76;2020;15.34;1.23;84.77;0.138
80077;Distrito Sintético 77;2020;15.29;1.0;50.8;0.868
80078;Distrito Sintético 78;2020;18.82;1.63;60.76;0.228
80079;Distrito Sintético 79;2020;16.45;2.61;70.18;0.215
80080;Distrito Sintético 80;2020;13.56;1.93;93.1;0.268
80081;Distrito Sintético 81;2020;18.87;4.18;92.0;0.628
80082;Distrito Sintético 82;2020;21.01;4.68;90.9;0.725
80083;Distrito Sintético 83;2020;21.11;4.4;42.23;0.875
80084;Distrito Sintético 84;2020;21.06;4.28;81.54;0.579
80085;Distrito Sintético 85;2020;15.28;4.58;55.71;0.525
80086;Distrito Sintético 86;2020;19.63;1.15;37.97;0.491
80087;Distrito Sintético 87;2020;15.5;2.19;83.71;0.881
80088;Distrito Sintético 88;2020;15.41;4.89;90.66;0.788
80089;Distrito Sintético 89;2020;21.0;1.44;33.51;0.781
80090;Distrito Sintético 90;2020;18.3;1.2;73.68;0.892
80091;Distrito Sintético 91;2020;18.2;1.04;30.12;0.185
80092;Distrito Sintético 92;2020;18.56;2.36;52.93;0.351
80093;Distrito Sintético 93;2020;19.27;0.53;54.42;0.184
80094;Distrito Sintético 94;2020;18.85;1.94;59.89;0.666
80095;Distrito Sintético 95;2020;15.91;3.9;40.36;0.84
80096;Distrito Sintético 96;2020;15.12;3.52;62.92;0.732
80001;Distrito Sintético 1;2021;13.39;2.17;35.3;0.252
80002;Distrito Sintético 2;2021;17.45;4.35;80.48;0.592
80003;Distrito Sintético 3;2021;12.93;0.8;35.41;0.249
80004;Distrito Sintético 4;2021;19.52;0.71;94.89;0.475
80005;Distrito Sintético 5;2021;14.77;3.04;46.18;0.492
80006;Distrito Sintético 6;2021;14.77;3.33;72.74;0.162
80007;Distrito Sintético 7;2021;19.0;3.29;79.23;0.894
80008;Distrito Sintético 8;2021;24.24;4.19;67.85;0.265
80009;Distrito Sintético 9;2021;14.66;3.24;87.53;0.859
80010;Distrito Sintético 10;2021;16.81;1.31;65.92;0.66
80011;Distrito Sintético 11;2021;22.86;4.05;92.4;0.257
80012;Distrito Sintético 12;2021;15.12;4.97;53.08;0.801
80013;Distrito Sintético 13;2021;21.75;1.81;60.8;0.301
80014;Distrito Sintético 14;2021;20.63;3.26;72.99;0.834
80015;Distrito Sintético 15;2021;21.89;3.94;56.62;0.8
80016;Distrito Sintético 16;2021;9.6;0.57;70.99;0.17
80017;Distrito Sintético 17;2021;18.83;0.59;34.46;0.274
80018;Distrito Sintético 18;2021;18.91;1.81;57.97;0.672
80019;Distrito Sintético 19;2021;13.44;2.2;57.29;0.563
80020;Distrito Sintético 20;2021;20.55;0.83;55.71;0.299
80021;Distrito Sintético 21;2021;25.74;2.12;94.12;0.678
80022;Distrito Sintético 22;2021;16.48;1.12;80.38;0.854
80023;Distrito Sintético 23;2021;16.52;4.54;60.23;0.512
80024;Distrito Sintético 24;2021;13.58;1.19;48.27;0.559
80025;Distrito Sintético 25;2021;26.32;4.34;39.45;0.631
80026;Distrito Sintético 26;2021;15.3;2.3;62.64;0.517
80027;Distrito Sintético 27;2021;17.86;4.66;47.79;0.268
80028;Distrito Sintético 28;2021;19.67;3.13;79.52;0.254
80029;Distrito Sintético 29;2021;16.87;2.11;93.05;0.746
80030;Distrito Sintético 30;2021;23.13;2.68;86.75;0.677
80031;Distrito Sintético 31;2021;17.56;4.18;73.53;0.514
80032;Distrito Sintético 32;2021;17.07;4.03;88.14;0.616
80033;Distrito Sintético 33;2021;15.34;1.87;89.88;0.269
80034;Distrito Sintético 34;2021;11.83;3.48;56.13;0.809
80035;Distrito Sintético 35;2021;15.84;3.78;67.44;0.179
80036;Distrito Sintético 36;2021;16.53;1.63;45.69;0.245
80037;Distrito Sintético 37;2021;19.97;1.69;37.31;0.153
80038;Distrito Sintético 38;2021;18.51;3.09;62.67;0.303
80039;Distrito Sintético 39;2021;21.31;2.46;63.07;0.702
80040;Distrito Sintético 40;2021;15.62;1.85;38.03;0.457
80041;Distrito Sintético 41;2021;17.7;4.39;82.43;0.116
80042;Distrito Sintético 42;2021;15.91;2.87;77.04;0.78
80043;Distrito Sintético 43;2021;18.46;4.24;80.95;0.431
80044;Distrito Sintético 44;2021;21.88;3.24;38.9;0.286
80045;Distrito Sintético 45;2021;15.71;1.85;50.6;0.717
80046;Distrito Sintético 46;2021;18.85;3.45;93.66;0.146
80047;Distrito Sintético 47;2021;16.46;2.76;46.07;0.113
80048;Distrito Sintético 48;2021;14.62;2.24;43.39;0.767
80049;Distrito Sintético 49;2021;14.77;2.42;64.07;0.821
80050;Distrito Sintético 50;2021;18.79;0.83;30.1;0.385
80051;Distrito Sintético 51;2021;17.04;4.43;81.92;0.512
80052;Distrito Sintético 52;2021;14.6;0.99;64.03;0.851
80053;Distrito Sintético 53;2021;15.2;2.88;56.17;0.277
80054;Distrito Sintético 54;2021;18.78;4.34;85.8;0.577
80055;Distrito Sintético 55;2021;17.23;4.43;33.55;0.654
80056;Distrito Sintético 56;2021;17.59;4.3;46.34;0.657
80057;Distrito Sintético 57;2021;18.64;2.47;42.89;0.109
80058;Distrito Sintético 58;2021;19.02;3.26;42.76;0.853
80059;Distrito Sintético 59;2021;20.12;3.93;82.87;0.473
80060;Distrito Sintético 60;2021;16.19;3.23;62.87;0.16
80061;Distrito Sintético 61;2021;18.18;0.56;51.29;0.694
80062;Distrito Sintético 62;2021;19.07;2.37;41.8;0.492
80063;Distrito Sintético 63;2021;16.73;2.98;67.54;0.46
80064;Distrito Sintético 64;2021;25.56;1.19;63.28;0.223
80065;Distrito Sintético 65;2021;19.57;0.65;49.59;0.883
80066;Distrito Sintético 66;2021;19.21;1.35;75.51;0.262
80067;Distrito Sintético 67;2021;20.1;2.18;60.93;0.518
80068;Distrito Sintético 68;2021;20.96;2.44;83.48;0.773
80069;Distrito Sintético 69;2021;21.8;2.59;65.08;0.778
80070;Distrito Sintético 70;2021;21.33;4.37;45.69;0.3
80071;Distrito Sintético 71;2021;19.27;1.93;71.44;0.462
80072;Distrito Sintético 72;2021;22.28;1.02;53.66;0.149
80073;Distrito Sintético 73;2021;23.03;4.46;88.28;0.863
80074;Distrito Sintético 74;2021;20.75;1.38;31.31;0.378
80075;Distrito Sintético 75;2021;24.35;3.29;51.05;0.573
80076;Distrito Sintético 76;2021;15.83;4.66;94.56;0.221
80077;Distrito Sintético 77;2021;17.0;3.32;80.17;0.699
80078;Distrito Sintético 78;2021;22.46;3.8;47.58;0.31
80079;Distrito Sintético 79;2021;18.9;1.86;86.59;0.833
80080;Distrito Sintético 80;2021;19.6;4.01;73.6;0.196
80081;Distrito Sintético 81;2021;19.53;4.56;59.7;0.322
80082;Distrito Sintético 82;2021;19.81;0.63;79.93;0.597
80083;Distrito Sintético 83;2021;19.24;2.46;64.1;0.502
80084;Distrito Sintético 84;2021;22.37;1.95;92.14;0.742
80085;Distrito Sintético 85;2021;17.16;2.55;39.39;0.76
80086;Distrito Sintético 86;2021;19.91;4.98;53.86;0.365
80087;Distrito Sintético 87;2021;17.32;2.8;54.44;0.218
80088;Distrito Sintético 88;2021;23.47;0.94;62.21;0.476
80089;Distrito Sintético 89;2021;22.26;1.92;78.82;0.724
80090;Distrito Sintético 90;2021;19.81;2.17;91.03;0.203
80091;Distrito Sintético 91;2021;16.28;1.59;63.62;0.286
80092;Distrito Sintético 92;2021;22.77;2.91;57.74;0.704
80093;Distrito Sintético 93;2021;18.49;2.6;36.76;0.759
80094;Distrito Sintético 94;2021;20.26;4.75;64.74;0.679
80095;Distrito Sintético 95;2021;16.17;4.74;72.17;0.241
80096;Distrito Sintético 96;2021;14.0;3.56;92.9;0.599
80001;Distrito Sintético 1;2022;21.15;3.5;94.81;0.179
80002;Distrito Sintético 2;2022;23.11;4.38;79.94;0.391
80003;Distrito Sintético 3;2022;26.95;1.1;32.68;0.503
80004;Distrito Sintético 4;2022;19.72;4.67;90.45;0.531
80005;Distrito Sintético 5;2022;15.12;2.75;85.88;0.879
80006;Distrito Sintético 6;2022;22.96;2.74;91.65;0.644
80007;Distrito Sintético 7;2022;19.52;1.83;64.27;0.437
80008;Distrito Sintético 8;2022;14.44;1.21;52.68;0.529
80009;Distrito Sintético 9;2022;23.67;1.23;47.64;0.294
80010;Distrito Sintético 10;2022;13.67;4.01;81.31;0.283
80011;Distrito Sintético 11;2022;17.55;4.95;42.14;0.336
80012;Distrito Sintético 12;2022;15.09;4.01;90.68;0.4
80013;Distrito Sintético 13;2022;18.18;3.84;74.42;0.436
80014;Distrito Sintético 14;2022;17.89;4.09;75.46;0.82
80015;Distrito Sintético 15;2022;16.88;0.55;57.67;0.239
80016;Distrito Sintético 16;2022;21.16;0.98;72.8;0.243
80017;Distrito Sintético 17;2022;17.31;1.95;94.65;0.169
80018;Distrito Sintético 18;2022;17.8;4.69;81.34;0.571
80019;Distrito Sintético 19;2022;19.15;1.3;56.91;0.196
80020;Distrito Sintético 20;2022;18.84;1.09;32.26;0.495
80021;Distrito Sintético 21;2022;19.84;3.3;74.29;0.683
80022;Distrito Sintético 22;2022;16.37;3.91;46.6;0.576
80023;Distrito Sintético 23;2022;18.49;1.1;84.57;0.575
80024;Distrito Sintético 24;2022;19.07;4.57;53.02;0.18
80025;Distrito Sintético 25;2022;17.2;1.69;71.57;0.807
80026;Distrito Sintético 26;2022;23.74;0.95;40.75;0.53
80027;Distrito Sintético 27;2022;19.81;3.15;52.26;0.856
80028;Distrito Sintético 28;2022;19.27;3.73;50.22;0.698
80029;Distrito Sintético 29;2022;14.47;1.98;47.36;0.156
80030;Distrito Sintético 30;2022;23.5;2.8;33.62;0.715
80031;Distrito Sintético 31;2022;18.67;1.36;90.28;0.799
80032;Distrito Sintético 32;2022;19.06;4.45;84.54;0.216
80033;Distrito Sintético 33;2022;16.71;0.82;73.5;0.221
80034;Distrito Sintético 34;2022;20.16;2.8;44.93;0.878
80035;Distrito Sintético 35;2022;19.66;2.35;94.86;0.692
80036;Distrito Sintético 36;2022;17.55;0.55;62.1;0.217
80037;Distrito Sintético 37;2022;22.0;0.61;89.98;0.145
80038;Distrito Sintético 38;2022;15.12;3.72;86.96;0.817
80039;Distrito Sintético 39;2022;14.45;1.0;55.57;0.57
80040;Distrito Sintético 40;2022;21.0;1.71;40.47;0.456
80041;Distrito Sintético 41;2022;19.64;0.73;84.01;0.261
80042;Distrito Sintético 42;2022;16.97;1.44;81.21;0.353
80043;Distrito Sintético 43;2022;25.06;4.65;55.31;0.764
80044;Distrito Sintético 44;2022;13.99;4.91;49.51;0.108
80045;Distrito Sintético 45;2022;21.35;1.61;81.29;0.289
80046;Distrito Sintético 46;2022;18.76;1.38;48.38;0.131
80047;Distrito Sintético 47;2022;24.68;2.22;64.99;0.711
80048;Distrito Sintético 48;2022;16.37;0.66;40.44;0.563
80049;Distrito Sintético 49;2022;18.53;4.11;62.11;0.431
80050;Distrito Sintético 50;2022;19.17;3.64;92.7;0.839
80051;Distrito Sintético 51;2022;20.67;1.17;80.66;0.853
80052;Distrito Sintético 52;2022;17.11;3.92;90.1;0.448
80053;Distrito Sintético 53;2022;15.5;3.56;93.96;0.632
80054;Distrito Sintético 54;2022;18.71;1.41;44.72;0.669
80055;Distrito Sintético 55;2022;14.44;0.82;61.48;0.599
80056;Distrito Sintético 56;2022;14.49;4.27;74.89;0.89
80057;Distrito Sintético 57;2022;22.05;3.93;38.83;0.697
80058;Distrito Sintético 58;2022;18.16;2.36;86.79;0.197
80059;Distrito Sintético 59;2022;18.42;4.38;84.55;0.712
80060;Distrito Sintético 60;2022;20.64;2.36;39.39;0.896
80061;Distrito Sintético 61;2022;13.39;1.29;75.3;0.113
80062;Distrito Sintético 62;2022;17.72;1.57;31.87;0.669
80063;Distrito Sintético 63;2022;28.56;4.31;71.07;0.574
80064;Distrito Sintético 64;2022;17.09;2.12;58.42;0.676
80065;Distrito Sintético 65;2022;15.09;1.1;85.38;0.759
80066;Distrito Sintético 66;2022;19.92;1.55;71.94;0.528
80067;Distrito Sintético 67;2022;18.12;0.62;34.89;0.135
80068;Distrito Sintético 68;2022;15.52;0.93;68.64;0.771
80069;Distrito Sintético 69;2022;15.15;2.19;93.99;0.836
80070;Distrito Sintético 70;2022;22.51;0.85;34.55;0.147
80071;Distrito Sintético 71;2022;16.65;0.75;51.3;0.783
80072;Distrito Sintético 72;2022;18.08;0.65;32.77;0.189
80073;Distrito Sintético 73;2022;19.0;4.06;66.3;0.356
80074;Distrito Sintético 74;2022;21.89;1.47;34.6;0.666
80075;Distrito Sintético 75;2022;17.42;2.47;57.0;0.787
80076;Distrito Sintético 76;2022;22.62;3.11;94.12;0.237
80077;Distrito Sintético 77;2022;15.93;3.92;46.06;0.58
80078;Distrito Sintético 78;2022;20.32;1.21;55.87;0.764
80079;Distrito Sintético 79;2022;14.44;1.45;92.03;0.42
80080;Distrito Sintético 80;2022;18.29;4.66;47.63;0.316
80081;Distrito Sintético 81;2022;14.01;0.53;61.81;0.269
80082;Distrito Sintético 82;2022;20.41;2.09;84.37;0.161
80083;Distrito Sintético 83;2022;21.11;3.9;54.09;0.351
80084;Distrito Sintético 84;2022;17.05;2.11;57.19;0.707
80085;Distrito Sintético 85;2022;16.35;0.83;76.11;0.849
80086;Distrito Sintético 86;2022;15.7;4.27;50.93;0.514
80087;Distrito Sintético 87;2022;19.98;3.48;66.7;0.622
80088;Distrito Sintético 88;2022;14.59;3.3;81.04;0.505
80089;Distrito Sintético 89;2022;18.67;1.51;75.47;0.699
80090;Distrito Sintético 90;2022;13.91;4.72;41.92;0.626
80091;Distrito Sintético 91;2022;19.15;1.34;34.97;0.729
80092;Distrito Sintético 92;2022;13.05;4.2;37.21;0.536
80093;Distrito Sintético 93;2022;18.53;0.83;75.97;0.245
80094;Distrito Sintético 94;2022;14.74;4.14;63.08;0.895
80095;Distrito Sintético 95;2022;22.27;4.52;68.95;0.389
80096;Distrito Sintético 96;2022;18.58;1.23;33.04;0.313
80001;Distrito Sintético 1;2023;20.47;4.44;71.99;0.346
80002;Distrito Sintético 2;2023;18.37;0.53;35.88;0.802
80003;Distrito Sintético 3;2023;22.9;4.86;81.47;0.104
80004;Distrito Sintético 4;2023;15.02;4.14;38.26;0.407
80005;Distrito Sintético 5;2023;15.17;3.04;53.19;0.219
80006;Distrito Sintético 6;2023;17.13;0.88;42.73;0.133
80007;Distrito Sintético 7;2023;12.83;2.61;41.25;0.857
80008;Distrito Sintético 8;2023;17.06;0.63;79.5;0.107
80009;Distrito Sintético 9;2023;21.21;3.09;92.98;0.342
80010;Distrito Sintético 10;2023;21.55;3.6;88.79;0.776
80011;Distrito Sintético 11;2023;17.16;1.34;93.47;0.323
80012;Distrito Sintético 12;2023;16.56;2.69;83.11;0.856
80013;Distrito Sintético 13;2023;15.61;3.41;62.34;0.408
80014;Distrito Sintético 14;2023;15.68;4.05;85.65;0.246
80015;Distrito Sintético 15;2023;16.88;2.55;30.66;0.6
80016;Distrito Sintético 16;2023;21.57;2.01;91.48;0.605
